key	prez_2008	prez_2004	prez_2000	prez_1996	prez_1992	rank	circ	daily	sun	lat	lng	st	city	paper	metro	tmp
Brunswick Times Record	Obama	Kerry			Clinton		9317					ME	Brunswick	Brunswick Times Record	"#<struct CityMetro st=""ME"", city=""Brunswick"", fips_state=nil, fips_place=nil, cbsa_code=72250, metro_name=""Brunswick, ME Micropolitan NECTA"", metro_stature=""uNECTA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
Waycross Journal Herald				Dole	Clinton							GA	Waycross	Waycross Journal Herald	"#<struct CityMetro st=""GA"", city=""Waycross"", fips_state=""13"", fips_place=""80956"", cbsa_code=""48180"", metro_name=""Waycross, GA uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
Lake Charles American Press					GHWBush							LA	Lake Charles	Lake Charles American Press	"#<struct CityMetro st=""LA"", city=""Lake Charles"", fips_state=""22"", fips_place=""41155"", cbsa_code=""29340"", metro_name=""Lake Charles, LA MSA"", metro_stature=""MSA"", pop_2007=191926, pop_2000=193568, pop_rank=216, pop_chg_pct_00_07=-0.85, pop_chg_pct_avg=-0.12, pop_at_or_above=232817129, pop_aoa_pct=76.3, metro_st=""LA"", metro_nickname="""", csa_name=""Lake Charles-Jennings, LA CSA"">"	
Intelligencer Journal	Obama				Clinton		46357					PA	Lancaster	Intelligencer Journal	"#<struct CityMetro st=""PA"", city=""Lancaster"", fips_state=""42"", fips_place=""41216"", cbsa_code=""29540"", metro_name=""Lancaster, PA MSA"", metro_stature=""MSA"", pop_2007=498465, pop_2000=470658, pop_rank=101, pop_chg_pct_00_07=5.91, pop_chg_pct_avg=0.84, pop_at_or_above=197780263, pop_aoa_pct=64.8, metro_st=""PA"", metro_nickname=nil, csa_name=nil>"	
Patriot Ledger			Bush									MA	Quincy	Patriot Ledger	"#<struct CityMetro st=""MA"", city=""Quincy"", fips_state=""25"", fips_place=""55745"", cbsa_code=""14460"", metro_name=""Boston-Cambridge-Quincy, MA-NH MSA"", metro_stature=""MSA"", pop_2007=4482857, pop_2000=4392340, pop_rank=10, pop_chg_pct_00_07=2.06, pop_chg_pct_avg=0.29, pop_at_or_above=79298886, pop_aoa_pct=26.0, metro_st=""MA-NH"", metro_nickname=""Greater Boston"", csa_name=""Boston-Worcester-Manchester, MA-RI-NH CSA"">"	
Daily Reflector	Obama	Kerry			Clinton		21703					NC	Greenville	Daily Reflector	"#<struct CityMetro st=""NC"", city=""Greenville"", fips_state=""37"", fips_place=""28080"", cbsa_code=""24780"", metro_name=""Greenville, NC MSA"", metro_stature=""MSA"", pop_2007=172473, pop_2000=152772, pop_rank=231, pop_chg_pct_00_07=12.9, pop_chg_pct_avg=1.84, pop_at_or_above=234995262, pop_aoa_pct=77.0, metro_st=""NC"", metro_nickname=nil, csa_name=nil>"	
Marietta Times	McCain		Bush				10645					OH	Marietta	Marietta Times	"#<struct CityMetro st=""OH"", city=""Marietta"", fips_state=""39"", fips_place=""47628"", cbsa_code=""37620"", metro_name=""Parkersburg-Marietta-Vienna, WV-OH MSA"", metro_stature=""MSA"", pop_2007=160656, pop_2000=164624, pop_rank=249, pop_chg_pct_00_07=-2.41, pop_chg_pct_avg=-0.34, pop_at_or_above=237300632, pop_aoa_pct=77.8, metro_st=""WV-OH"", metro_nickname=nil, csa_name=nil>"	
Buffalo News	Obama	Kerry	Gore			55	178365	178365	260445			NY	Buffalo	Buffalo News	"#<struct CityMetro st=""NY"", city=""Buffalo"", fips_state=""36"", fips_place=""11000"", cbsa_code=""15380"", metro_name=""Buffalo-Niagara Falls, NY MSA"", metro_stature=""MSA"", pop_2007=1128183, pop_2000=1170109, pop_rank=46, pop_chg_pct_00_07=-3.58, pop_chg_pct_avg=-0.51, pop_at_or_above=158447741, pop_aoa_pct=51.9, metro_st=""NY"", metro_nickname=""Western New York,Niagara Frontier,Buffalo-Niagara"", csa_name=""Buffalo-Niagara-Cattaraugus, NY CSA"">"	
Clinton Herald				Dole								IA	Clinton	Clinton Herald	"#<struct CityMetro st=""IA"", city=""Clinton"", fips_state=""19"", fips_place=""14430"", cbsa_code=""17540"", metro_name=""Clinton, IA uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
San Pedro News Pilot					GHWBush							CA	Rancho Palos Verdes	San Pedro News Pilot	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	
Elko Daily Free Press	McCain	Bush		Dole	GHWBush		8485					NV	Elko	Elko Daily Free Press	"#<struct CityMetro st=""NV"", city=""Elko"", fips_state=""32"", fips_place=""22500"", cbsa_code=""21220"", metro_name=""Elko, NV uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
Huntington Herald Dispatch	Obama	Kerry	Gore				27463					WV	Huntington	Huntington Herald Dispatch	"#<struct CityMetro st=""WV"", city=""Huntington"", fips_state=""54"", fips_place=""39460"", cbsa_code=""26580"", metro_name=""Huntington-Ashland, WV-KY-OH MSA"", metro_stature=""MSA"", pop_2007=284026, pop_2000=288649, pop_rank=160, pop_chg_pct_00_07=-1.6, pop_chg_pct_avg=-0.23, pop_at_or_above=219988722, pop_aoa_pct=72.1, metro_st=""WV-KY-OH"", metro_nickname=nil, csa_name=nil>"	
Aspen Daily News	Obama	Kerry					12500					CO	Aspen	Aspen Daily News	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	
San Antonio Express News	McCain	Bush	Bush	Dole	GHWBush	34	225447	225447	315959			TX	San Antonio	San Antonio Express News	"#<struct CityMetro st=""TX"", city=""San Antonio"", fips_state=""48"", fips_place=""65000"", cbsa_code=""41700"", metro_name=""San Antonio, TX MSA"", metro_stature=""MSA"", pop_2007=1990675, pop_2000=1711721, pop_rank=28, pop_chg_pct_00_07=16.3, pop_chg_pct_avg=2.33, pop_at_or_above=131259435, pop_aoa_pct=43.0, metro_st=""TX"", metro_nickname=""Greater San Antonio"", csa_name=nil>"	
Southern Illinoisan					Clinton							IL	Carbondale	Southern Illinoisan	"#<struct CityMetro st=""IL"", city=""Carbondale"", fips_state=""17"", fips_place=""11163"", cbsa_code=""16060"", metro_name=""Carbondale, IL uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
Kalamazoo Gazette			Bush									MI	Kalamazoo	Kalamazoo Gazette	"#<struct CityMetro st=""MI"", city=""Kalamazoo"", fips_state=""26"", fips_place=""42160"", cbsa_code=""28020"", metro_name=""Kalamazoo-Portage, MI MSA"", metro_stature=""MSA"", pop_2007=323264, pop_2000=314866, pop_rank=148, pop_chg_pct_00_07=2.67, pop_chg_pct_avg=0.38, pop_at_or_above=216412309, pop_aoa_pct=70.9, metro_st=""MI"", metro_nickname=nil, csa_name=nil>"	
Asbury Park Press	Obama	Bush	Bush	Clinton	Clinton	73	140882	140882	184095			NJ	Asbury Park	Asbury Park Press	"#<struct CityMetro st=""NJ"", city=""Asbury Park"", fips_state=nil, fips_place=nil, cbsa_code=35620, metro_name=""New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"", metro_stature=""MSA"", pop_2007=18815988, pop_2000=18323002, pop_rank=1, pop_chg_pct_00_07=2.69, pop_chg_pct_avg=0.38, pop_at_or_above=18815988, pop_aoa_pct=6.2, metro_st=""NY-NJ-PA"", metro_nickname=""Greater New York, Tri-State Region"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	
Daily News (Bowling Green)	McCain	Bush	Bush				21240					KY	Bowling Green	Daily News (Bowling Green)	"#<struct CityMetro st=""KY"", city=""Bowling Green"", fips_state=""21"", fips_place=""08902"", cbsa_code=""14540"", metro_name=""Bowling Green, KY MSA"", metro_stature=""MSA"", pop_2007=116001, pop_2000=104166, pop_rank=339, pop_chg_pct_00_07=11.36, pop_chg_pct_avg=1.62, pop_at_or_above=246882156, pop_aoa_pct=80.9, metro_st=""KY"", metro_nickname=nil, csa_name=nil>"	
Clarion Ledger			Gore	Dole								MS	Jackson	Clarion Ledger	"#<struct CityMetro st=""MS"", city=""Jackson"", fips_state=""28"", fips_place=""36000"", cbsa_code=""27140"", metro_name=""Jackson, MS MSA"", metro_stature=""MSA"", pop_2007=534047, pop_2000=497197, pop_rank=93, pop_chg_pct_00_07=7.41, pop_chg_pct_avg=1.06, pop_at_or_above=193666692, pop_aoa_pct=63.5, metro_st=""MS"", metro_nickname="""", csa_name=""Jackson-Yazoo City, MS CSA"">"	
Warrensburg Daily Star Journal				Dole								MO	Warrensburg	Warrensburg Daily Star Journal	"#<struct CityMetro st=""MO"", city=""Warrensburg"", fips_state=""29"", fips_place=""77092"", cbsa_code=""47660"", metro_name=""Warrensburg, MO uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
Daily Southtown			Gore									IL	Tinley Park	Daily Southtown	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	
Jackson Citizen Patriot	McCain	Bush					30825					MI	Jackson	Jackson Citizen Patriot	"#<struct CityMetro st=""MI"", city=""Jackson"", fips_state=""26"", fips_place=""41420"", cbsa_code=""27100"", metro_name=""Jackson, MI MSA"", metro_stature=""MSA"", pop_2007=163006, pop_2000=158422, pop_rank=244, pop_chg_pct_00_07=2.89, pop_chg_pct_avg=0.41, pop_at_or_above=236490896, pop_aoa_pct=77.5, metro_st=""MI"", metro_nickname=nil, csa_name=nil>"	
News Journal (Wilmington)	Obama	Kerry	Gore				110171					DE	Wilmington	News Journal (Wilmington)	"#<struct CityMetro st=""DE"", city=""Wilmington"", fips_state=""10"", fips_place=""77580"", cbsa_code=""37980"", metro_name=""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"", metro_stature=""MSA"", pop_2007=5827962, pop_2000=5687145, pop_rank=5, pop_chg_pct_00_07=2.48, pop_chg_pct_avg=0.35, pop_at_or_above=53189247, pop_aoa_pct=17.4, metro_st=""PA-NJ-DE-MD"", metro_nickname=""Delaware Valley"", csa_name=""Philadelphia-Camden-Vineland, PA-NJ-DE-MD CSA"">"	
McPherson Sentinel				Dole								KS	McPherson	McPherson Sentinel	"#<struct CityMetro st=""KS"", city=""McPherson"", fips_state=""20"", fips_place=""43950"", cbsa_code=""32700"", metro_name=""McPherson, KS uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
Atlanta Journal Constitution	Obama	Kerry	Gore	Clinton	Clinton	18	326907	326907	497149			GA	Atlanta	Atlanta Journal Constitution	"#<struct CityMetro st=""GA"", city=""Atlanta"", fips_state=""13"", fips_place=""04000"", cbsa_code=""12060"", metro_name=""Atlanta-Sandy Springs-Marietta, GA MSA"", metro_stature=""MSA"", pop_2007=5278904, pop_2000=4248012, pop_rank=9, pop_chg_pct_00_07=24.27, pop_chg_pct_avg=3.47, pop_at_or_above=74816029, pop_aoa_pct=24.5, metro_st=""GA"", metro_nickname=""Metro Atlanta"", csa_name=""Atlanta-Sandy Springs-Gainesville, GA-AL CSA"">"	
Seattle Post Intelligencer	Obama	Kerry	Gore	Clinton	Clinton	79	129563	129563	0			WA	Seattle	Seattle Post Intelligencer	"#<struct CityMetro st=""WA"", city=""Seattle"", fips_state=""53"", fips_place=""63000"", cbsa_code=""42660"", metro_name=""Seattle-Tacoma-Bellevue, WA MSA"", metro_stature=""MSA"", pop_2007=3309347, pop_2000=3043885, pop_rank=15, pop_chg_pct_00_07=8.72, pop_chg_pct_avg=1.25, pop_at_or_above=99540521, pop_aoa_pct=32.6, metro_st=""WA"", metro_nickname=""Seattle Metro"", csa_name=""Seattle-Tacoma-Olympia, WA CSA"">"	
Charlotte Observer	Obama	Kerry	Gore	Clinton	Clinton	44	210616	210616	264170			NC	Charlotte	Charlotte Observer	"#<struct CityMetro st=""NC"", city=""Charlotte"", fips_state=""37"", fips_place=""12000"", cbsa_code=""16740"", metro_name=""Charlotte-Gastonia-Concord, NC-SC MSA"", metro_stature=""MSA"", pop_2007=1651568, pop_2000=1330439, pop_rank=35, pop_chg_pct_00_07=24.14, pop_chg_pct_avg=3.45, pop_at_or_above=143644536, pop_aoa_pct=47.1, metro_st=""NC-SC"", metro_nickname=""Metrolina"", csa_name=""Charlotte-Gastonia-Salisbury, NC-SC CSA"">"	
Santa Fe New Mexican	Obama	Kerry	Gore	Clinton	Clinton		25249					NM	Santa Fe	Santa Fe New Mexican	"#<struct CityMetro st=""NM"", city=""Santa Fe"", fips_state=""35"", fips_place=""70500"", cbsa_code=""42140"", metro_name=""Santa Fe, NM MSA"", metro_stature=""MSA"", pop_2007=142955, pop_2000=129292, pop_rank=282, pop_chg_pct_00_07=10.57, pop_chg_pct_avg=1.51, pop_at_or_above=241515415, pop_aoa_pct=79.1, metro_st=""NM"", metro_nickname="""", csa_name=""Santa Fe-Espanola, NM CSA"">"	
South Florida Sun Sentinel	Obama	Kerry	Gore			39	218286	218286	303399			FL	Fort Lauderdale	South Florida Sun Sentinel	"#<struct CityMetro st=""FL"", city=""Fort Lauderdale"", fips_state=""12"", fips_place=""24000"", cbsa_code=""33100"", metro_name=""Miami-Fort Lauderdale-Pompano Beach, FL MSA"", metro_stature=""MSA"", pop_2007=5413212, pop_2000=5007988, pop_rank=7, pop_chg_pct_00_07=8.09, pop_chg_pct_avg=1.16, pop_at_or_above=64230560, pop_aoa_pct=21.0, metro_st=""FL"", metro_nickname=""South Florida or Miami metro"", csa_name=nil>"	
Tulsa World		Bush	Bush	Dole	GHWBush	89	112968	112968	160052			OK	Tulsa	Tulsa World	"#<struct CityMetro st=""OK"", city=""Tulsa"", fips_state=""40"", fips_place=""75000"", cbsa_code=""46140"", metro_name=""Tulsa, OK MSA"", metro_stature=""MSA"", pop_2007=905755, pop_2000=859530, pop_rank=53, pop_chg_pct_00_07=5.38, pop_chg_pct_avg=0.77, pop_at_or_above=165637255, pop_aoa_pct=54.3, metro_st=""OK"", metro_nickname=""Green Country"", csa_name=""Tulsa-Bartlesville, OK CSA"">"	
Kirksville Daily Express					GHWBush							MO	Kirksville	Kirksville Daily Express	"#<struct CityMetro st=""MO"", city=""Kirksville"", fips_state=""29"", fips_place=""39026"", cbsa_code=""28860"", metro_name=""Kirksville, MO uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	
Sacramento Bee	Obama	Kerry	Gore	Clinton	Clinton	25	288755	268755	307480			CA	Sacramento	Sacramento Bee	"#<struct CityMetro st=""CA"", city=""Sacramento"", fips_state=""06"", fips_place=""64000"", cbsa_code=""40900"", metro_name=""Sacramento-Arden-Arcade-Roseville, CA MSA"", metro_stature=""MSA"", pop_2007=2091120, pop_2000=1796857, pop_rank=26, pop_chg_pct_00_07=16.38, pop_chg_pct_avg=2.34, pop_at_or_above=127236264, pop_aoa_pct=41.7, metro_st=""CA"", metro_nickname=""Greater Sacramento"", csa_name=""Sacramento-Arden-Arcade-Yuba City, CA-NV CSA"">"	
Pryor Daily Times					Clinton							OK	Pryor	Pryor Daily Times	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	
Green Bay News Chronicle				Clinton								WI	Green Bay	Green Bay News Chronicle	"#<struct CityMetro st=""WI"", city=""Green Bay"", fips_state=""55"", fips_place=""31000"", cbsa_code=""24580"", metro_name=""Green Bay, WI MSA"", metro_stature=""MSA"", pop_2007=301131, pop_2000=282599, pop_rank=153, pop_chg_pct_00_07=6.56, pop_chg_pct_avg=0.94, pop_at_or_above=217953554, pop_aoa_pct=71.4, metro_st=""WI"", metro_nickname=nil, csa_name=nil>"	
Erie Times News	Obama	Bush	Bush				55397					PA	Erie	Erie Times News	"#<struct CityMetro st=""PA"", city=""Erie"", fips_state=""42"", fips_place=""24000"", cbsa_code=""21500"", metro_name=""Erie, PA MSA"", metro_stature=""MSA"", pop_2007=279092, pop_2000=280843, pop_rank=162, pop_chg_pct_00_07=-0.62, pop_chg_pct_avg=-0.09, pop_at_or_above=220550570, pop_aoa_pct=72.3, metro_st=""PA"", metro_nickname=nil, csa_name=nil>"	
Bradenton Herald	McCain	Kerry	Bush				48618					FL	Bradenton	Bradenton Herald	"#<struct CityMetro st=""FL"", city=""Bradenton"", fips_state=""12"", fips_place=""07950"", cbsa_code=""14600"", metro_name=""Bradenton-Sarasota-Venice, FL MSA"", metro_stature=""MSA"", pop_2007=687181, pop_2000=589963, pop_rank=73, pop_chg_pct_00_07=16.48, pop_chg_pct_avg=2.35, pop_at_or_above=181503914, pop_aoa_pct=59.5, metro_st=""FL"", metro_nickname="""", csa_name=""Sarasota-Bradenton-Punta Gorda, FL CSA"">"	
Salisbury Daily Times					Clinton							MD	Salisbury	Salisbury Daily Times	"#<struct CityMetro st=""MD"", city=""Salisbury"", fips_state=""24"", fips_place=""69925"", cbsa_code=""41540"", metro_name=""Salisbury, MD MSA"", metro_stature=""MSA"", pop_2007=119616, pop_2000=109391, pop_rank=327, pop_chg_pct_00_07=9.35, pop_chg_pct_avg=1.34, pop_at_or_above=245943141, pop_aoa_pct=80.6, metro_st=""MD"", metro_nickname="""", csa_name=""Salisbury-Ocean Pines, MD CSA"">"	
Brunswick News					GHWBush							GA	Brunswick	Brunswick News	"#<struct CityMetro st=""GA"", city=""Brunswick"", fips_state=""13"", fips_place=""11560"", cbsa_code=""15260"", metro_name=""Brunswick, GA MSA"", metro_stature=""MSA"", pop_2007=101792, pop_2000=93044, pop_rank=375, pop_chg_pct_00_07=9.4, pop_chg_pct_avg=1.34, pop_at_or_above=249615024, pop_aoa_pct=81.8, metro_st=""GA"", metro_nickname=nil, csa_name=nil>"	
Chicago Sun Times	Obama	Kerry	Bush	Clinton	Clinton	21	312274	312274	247469			IL	Chicago	Chicago Sun Times	"#<struct CityMetro st=""IL"", city=""Chicago"", fips_state=""17"", fips_place=""14000"", cbsa_code=""16980"", metro_name=""Chicago-Naperville-Joliet, IL-IN-WI MSA"", metro_stature=""MSA"", pop_2007=9524673, pop_2000=9098316, pop_rank=3, pop_chg_pct_00_07=4.68, pop_chg_pct_avg=0.67, pop_at_or_above=41216248, pop_aoa_pct=13.5, metro_st=""IL-IN-WI"", metro_nickname=""Chicagoland"", csa_name=""Chicago-Naperville-Michigan City, IL-IN-WI CSA"">"	
Wall Street Journal						2	2069463	2069463	0			NY	New York City	Wall Street Journal	"#<struct CityMetro st=""NY"", city=""New York City"", fips_state=""36"", fips_place=""51000"", cbsa_code=""35620"", metro_name=""New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"", metro_stature=""MSA"", pop_2007=18815988, pop_2000=18323002, pop_rank=1, pop_chg_pct_00_07=2.69, pop_chg_pct_avg=0.38, pop_at_or_above=18815988, pop_aoa_pct=6.2, metro_st=""NY-NJ-PA"", metro_nickname=""Greater New York, Tri-State Region"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	
Michigan Chronicle												MI	Detroit	Michigan Chronicle	"#<struct CityMetro st=""MI"", city=""Detroit"", fips_state=""26"", fips_place=""22000"", cbsa_code=""19820"", metro_name=""Detroit-Warren-Livonia, MI MSA"", metro_stature=""MSA"", pop_2007=4467592, pop_2000=4452559, pop_rank=11, pop_chg_pct_00_07=0.34, pop_chg_pct_avg=0.05, pop_at_or_above=83766478, pop_aoa_pct=27.4, metro_st=""MI"", metro_nickname=""Metro Detroit, Southeast Michigan"", csa_name=""Detroit-Warren-Flint, MI CSA"">"	
Hollister Free Lance				Clinton	Clinton							CA	Hollister	Hollister Free Lance	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	
Contra Costa Times	Obama	Kerry	Bush		Clinton	50	183086	183086	194203			CA	Walnut Creek	Contra Costa Times	"#<struct CityMetro st=""CA"", city=""Walnut Creek"", fips_state=""06"", fips_place=""83346"", cbsa_code=""41860"", metro_name=""San Francisco-Oakland-Fremont, CA MSA"", metro_stature=""MSA"", pop_2007=4203898, pop_2000=4123747, pop_rank=12, pop_chg_pct_00_07=1.94, pop_chg_pct_avg=0.28, pop_at_or_above=87970376, pop_aoa_pct=28.8, metro_st=""CA"", metro_nickname=""Bay Area, Northern California"", csa_name=""San Jose-San Francisco-Oakland, CA CSA"">"	
Connecticut Post	McCain	Bush	Bush	Dole			76014					CT	Bridgeport	Connecticut Post	"#<struct CityMetro st=""CT"", city=""Bridgeport"", fips_state=""09"", fips_place=""08000"", cbsa_code=""14860"", metro_name=""Bridgeport-Stamford-Norwalk, CT MSA"", metro_stature=""MSA"", pop_2007=895015, pop_2000=882567, pop_rank=56, pop_chg_pct_00_07=1.41, pop_chg_pct_avg=0.2, pop_at_or_above=168337219, pop_aoa_pct=55.2, metro_st=""CT"", metro_nickname=""Fairfield County"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	
